iteration,bin,avg_density,avg_velocity_x,avg_velocity_y,avg_velocity_z
4000,37,4.46667,2.20884,-68.202,1.17967
4000,38,4.36667,1.76966,-63.7068,-0.246301
4000,39,4.3,-5.05929,-63.3129,-0.481473
4000,40,4.1,0.910136,-56.5542,3.28137
4000,41,4.33333,-4.5377,-56.2838,2.35633
4000,42,3.5,-2.77661,-42.9305,-1.76229
4000,43,4.4,-0.853493,-47.3379,-1.76746
4000,44,0.6,1.68294,-6.01606,-0.372386
4000,45,12,0,0,0
4000,46,0,0,0,0
4000,47,12,0,0,0
4000,48,0,0,0,0
4000,49,0,0,0,0
6000,0,0,0,0,0
6000,1,12,0,0,0
6000,2,0,0,0,0
6000,3,12,0,0,0
6000,4,1.76667,-0.60305,-34.5761,-0.827338
6000,5,3.63333,4.35865,-66.987,2.57391
6000,6,3.4,-3.05708,-65.1102,0.65664
6000,7,3.73333,2.38116,-75.0225,2.13565
6000,8,3.93333,1.58543,-82.7036,4.09154
6000,9,3.93333,-1.95818,-84.328,0.648856
6000,10,4.13333,0.870688,-90.6027,-1.57786
6000,11,3.76667,2.01521,-84.1216,1.41337
6000,12,4.1,0.501325,-95.1896,-0.148069
6000,13,4.1,1.96945,-96.6505,0.199671
6000,14,4.66667,-0.852347,-111.338,-1.04483
6000,15,4.46667,-2.03994,-108.065,-2.98909
6000,16,4.73333,3.16662,-115.975,-0.625416
6000,17,4.33333,0.945277,-103.826,1.48574
6000,18,4.83333,1.09909,-111.88,0.478775
6000,19,4.23333,0.906023,-101.574,4.49654
6000,20,4.33333,-0.553348,-104.251,-3.47012
6000,21,4.16667,-3.163,-105.226,4.57618
6000,22,4.33333,1.16157,-107.678,2.19098
6000,23,4.5,-4.88071,-113.726,0.527429
6000,24,4.36667,-2.06916,-104.973,0.781226
6000,25,4.43333,2.06322,-106.144,-2.71801
6000,26,4.53333,-2.61794,-114.201,-2.19284
6000,27,4.53333,0.0636021,-108.296,0.153989
6000,28,4.23333,-1.17053,-100.45,-0.645592
6000,29,4.8,-2.70667,-113.189,0.795667
6000,30,4.56667,0.281643,-111.457,0.831752
6000,31,4.63333,-0.204509,-115.666,-0.7423
6000,32,4.3,-0.60284,-102.901,-1.225
6000,33,4.3,-2.78943,-102.283,2.05174
6000,34,3.9,-1.90536,-92.1105,-3.70678
6000,35,4.4,-0.666873,-100.852,-3.84225
6000,36,4.53333,2.63293,-103.961,1.17839
6000,37,4.43333,-3.25681,-100.359,0.726037
6000,38,4.46667,0.631659,-98.7811,-4.86206
6000,39,3.73333,-0.00847632,-78.3242,3.4405
6000,40,3.63333,-5.0686,-71.0629,2.43211
6000,41,4.16667,-2.19783,-83.7907,-5.35643
6000,42,3.06667,2.03707,-56.1756,-0.720709
6000,43,4.16667,-1.39284,-72.3202,2.30178
6000,44,0.366667,-0.721156,-7.0111,-0.118106
6000,45,12,0,0,0
6000,46,0,0,0,0
6000,47,12,0,0,0
6000,48,0,0,0,0
6000,49,0,0,0,0
8000,0,0,0,0,0
8000,1,12,0,0,0
8000,2,0,0,0,0
8000,3,12,0,0,0
8000,4,2,1.47328,-52.6821,1.48299
8000,5,3.23333,4.70637,-82.4973,1.26301
8000,6,3.36667,-1.25161,-94.0703,-1.91246
8000,7,3.3,-1.8624,-91.056,0.902709
8000,8,3.93333,-1.43725,-116.104,-1.87056
8000,9,3.56667,1.43187,-102.394,2.30872
8000,10,4.3,-0.699985,-125.472,-0.971355
8000,11,4.03333,3.84311,-118.411,0.358644
8000,12,4.43333,1.62971,-133.292,3.62523
8000,13,4.53333,4.2469,-136.232,-0.892538
8000,14,4.3,-0.447921,-135.636,-1.49437
8000,15,4.46667,-1.25621,-137.992,-2.09805
8000,16,4.36667,-2.29041,-139.248,1.89503
8000,17,4.23333,0.899256,-132.13,2.10072
8000,18,4.5,0.820356,-145.396,-1.01214
8000,19,4.7,2.10435,-153.103,-1.86213
8000,20,4.93333,-2.37092,-159.839,3.08037
8000,21,4.63333,3.79214,-147.324,1.17848
8000,22,4.63333,-2.81002,-148.883,2.12632
8000,23,4.63333,0.885819,-150.785,0.748038
8000,24,5,-0.718803,-164.342,2.05428
8000,25,4.7,-0.764159,-149.959,-1.40299
8000,26,5,-3.32525,-162.124,-2.94544
8000,27,4.66667,-2.23458,-148.018,2.79211
8000,28,4.46667,-6.16382,-142.825,-1.74543
8000,29,4.8,-3.40802,-152.368,2.4903
8000,30,4.56667,0.357083,-148.448,-0.439987
8000,31,4.73333,2.2407,-148.942,1.17185
8000,32,4.66667,-3.44295,-143.371,-0.383146
8000,33,4.2,1.97063,-131.349,-3.15903
8000,34,4.26667,4.07202,-133.073,2.51155
8000,35,4.16667,-1.95035,-128.215,1.09566
8000,36,3.7,-2.39729,-112.74,-1.45999
8000,37,4.03333,2.54537,-118.047,-1.39903
8000,38,3.93333,-0.94712,-113.285,-1.1426
8000,39,3.86667,2.28135,-105.785,-2.17351
8000,40,3.43333,-4.50555,-92.3083,-1.10199
8000,41,3.26667,5.25004,-88.7625,0.208753
8000,42,3.03333,-5.01623,-76.5874,2.57503
8000,43,3.9,0.394631,-102.012,0.288559
8000,44,0.166667,-0.320816,-4.45671,-0.802137
8000,45,12,0,0,0
8000,46,0,0,0,0
8000,47,12,0,0,0
8000,48,0,0,0,0
8000,49,0,0,0,0
10000,0,0,0,0,0
10000,1,12,0,0,0
10000,2,0,0,0,0
10000,3,12,0,0,0
10000,4,2.06667,3.64009,-70.4849,0.735849
10000,5,3.2,2.49636,-115.23,-3.47092
10000,6,3.26667,-4.4576,-117.728,-1.05474
10000,7,3.43333,3.05788,-119.67,2.49928
10000,8,3.46667,3.19629,-120.643,-1.30514
10000,9,3.96667,-2.83606,-142.807,-0.156398
10000,10,3.56667,-1.53013,-131.01,-0.386154
10000,11,4,3.82278,-148.054,-0.239729
10000,12,3.83333,-1.24987,-145.288,1.31289
10000,13,4.33333,2.92155,-163.792,-0.640977
10000,14,4.03333,-0.755741,-156.763,4.76898
10000,15,4.53333,2.70841,-177.714,-0.815994
10000,16,4.76667,-0.374934,-188.123,-3.15546
10000,17,4.26667,-0.242033,-164.177,1.25443
10000,18,4.63333,2.45237,-185.24,0.742526
10000,19,4.53333,0.711736,-180.115,1.55899
10000,20,5.33333,1.86387,-211.965,1.68576
10000,21,4.3,2.1569,-169.914,-2.75453
10000,22,4.8,1.25792,-195.585,0.674072
10000,23,5,4.99904,-197.37,0.438087
10000,24,4.9,-1.45483,-198.746,2.56997
10000,25,4.66667,-3.0022,-187.751,0.496201
10000,26,5.03333,-0.414748,-201.451,0.83423
10000,27,4.9,1.07553,-190.941,-2.77767
10000,28,5.1,4.31134,-198.086,1.74859
10000,29,4.66667,4.254,-187.5,-0.51229
10000,30,4.23333,1.88869,-164.516,0.909605
10000,31,4.86667,-0.755774,-192.437,-1.79469
10000,32,4.26667,-2.43193,-167.97,3.39699
10000,33,4.73333,5.35865,-187.806,-0.62386
10000,34,4.23333,-0.946162,-160.941,1.50116
10000,35,3.86667,-1.38037,-143.907,-3.11872
10000,36,4.1,0.28786,-155.549,-5.31154
10000,37,3.53333,0.592484,-128.363,2.02365
10000,38,3.93333,0.843258,-143.225,0.807487
10000,39,3.76667,5.30053,-135.887,-2.40378
10000,40,3.56667,5.75042,-125.833,-4.10704
10000,41,3.26667,-1.67163,-114.621,-1.87959
10000,42,3.4,1.12824,-112.638,1.61476
10000,43,3.63333,-0.87455,-128.905,-3.42812
10000,44,0.666667,0.372217,-23.0345,0.58423
10000,45,12,0,0,0
10000,46,0,0,0,0
10000,47,12,0,0,0
10000,48,0,0,0,0
10000,49,0,0,0,0
12000,0,0,0,0,0
12000,1,12,0,0,0
12000,2,0,0,0,0
12000,3,12,0,0,0
12000,4,1.9,-0.0757523,-81.8487,-1.30728
12000,5,3.06667,0.739286,-133.678,-0.820717
12000,6,3.33333,-0.542795,-141.974,-0.130195
12000,7,3.4,0.78787,-151.3,3.95717
12000,8,3.73333,1.62235,-168.525,-0.227404
12000,9,4,-1.97023,-176.895,1.0892
12000,10,3.3,-0.672009,-143.963,1.05557
12000,11,3.96667,-2.24209,-175.808,4.75988
12000,12,3.93333,0.112812,-182.488,2.08289
12000,13,4.43333,-0.184416,-203.401,-1.84869
12000,14,4.1,-0.589942,-193.281,-3.0356
12000,15,3.96667,-0.825962,-182.15,-2.40013
12000,16,4.23333,1.20686,-197.856,-2.22751
12000,17,4.66667,1.78904,-220.192,2.80213
12000,18,4.83333,-3.15184,-230.99,0.599948
12000,19,4.56667,-1.09587,-212.603,-1.91862
12000,20,4.96667,-6.55975,-233.635,-0.218925
12000,21,4.56667,-1.37106,-218.478,1.39887
12000,22,4.8,-1.07399,-230.896,1.83845
12000,23,4.96667,-3.53879,-237.46,4.74427
12000,24,5.16667,-0.816896,-246.397,-0.981042
12000,25,5.16667,-1.73204,-245.754,-0.462502
12000,26,4.7,2.00539,-220.734,0.945506
12000,27,5.13333,-3.77469,-245.693,0.377729
12000,28,4.8,-0.74534,-229.478,5.30708
12000,29,4.6,-0.384244,-216.881,0.505902
12000,30,5.1,3.02965,-240.467,1.33541
12000,31,4.5,1.54046,-209.391,-3.21173
12000,32,4.2,0.444719,-196.469,-0.876612
12000,33,4.23333,5.04933,-192.503,-3.12226
12000,34,4.16667,-2.10165,-189.078,-0.591749
12000,35,4.2,-3.41484,-187.292,0.59784
12000,36,4.26667,-2.78551,-196.615,6.98832
12000,37,3.4,-0.296214,-152.601,1.03082
12000,38,3.56667,-1.15669,-159.211,0.797436
12000,39,3.66667,-2.32557,-160.829,-6.33098
12000,40,3.66667,-0.413318,-164.134,-3.5258
12000,41,3.7,-0.672808,-164.667,-0.613509
12000,42,3.43333,0.831541,-148.872,-1.01549
12000,43,3.83333,1.74705,-164.792,-3.71004
12000,44,0.433333,0.344117,-18.9955,-1.53446
12000,45,12,0,0,0
12000,46,0,0,0,0
12000,47,12,0,0,0
12000,48,0,0,0,0
12000,49,0,0,0,0
14000,0,0,0,0,0
14000,1,12,0,0,0
14000,2,0,0,0,0
14000,3,12,0,0,0
14000,4,2.2,-0.124016,-114.488,0.000948166
14000,5,3.7,3.54254,-193.965,-1.34063
14000,6,3.73333,3.15017,-195.198,0.504036
14000,7,3.9,0.413777,-205.422,-2.46666
14000,8,3.5,0.129831,-182.72,0.906323
14000,9,3.63333,-1.21604,-192.474,1.77644
14000,10,3.9,0.181117,-207.281,-4.86086
14000,11,3.83333,-1.83989,-205.026,0.495073
14000,12,4.13333,-0.628828,-218.372,2.95288
14000,13,4.26667,-2.67965,-229.723,-1.85018
14000,14,4.73333,3.66723,-257.243,-2.34473
14000,15,4.03333,-2.03627,-220.169,-2.59477
14000,16,4.46667,0.764053,-241.966,3.89802
14000,17,4.53333,-4.82377,-250.375,1.45195
14000,18,4.5,0.652021,-247.001,-2.23262
14000,19,4.63333,-2.22846,-254.045,0.851563
14000,20,4.4,1.93753,-248.289,1.78843
14000,21,5.13333,-0.907132,-284.004,-4.10381
14000,22,4.7,2.2201,-263.305,0.643668
14000,23,4.53333,2.86935,-248.124,1.64921
14000,24,4.93333,-1.93857,-276.523,0.559768
14000,25,4.83333,-1.88414,-267.459,-1.07043
14000,26,4.4,-0.810825,-242.609,1.82551
14000,27,4.9,-1.13119,-269.445,1.34758
14000,28,4.6,0.986267,-253.171,1.51877
14000,29,4.76667,1.62914,-265.239,1.77769
14000,30,4.36667,0.30512,-238.718,0.624128
14000,31,4.73333,-4.72003,-258.202,2.74607
14000,32,4.3,-4.55605,-232.981,-1.41887
14000,33,4.06667,-0.954198,-216.584,2.12072
14000,34,4,4.8378,-219.893,3.98705
14000,35,4.43333,-2.98066,-235.265,-3.25292
14000,36,3.66667,0.949256,-198.685,0.0657575
14000,37,4.16667,-4.94397,-224.449,-1.00849
14000,38,3.63333,5.33797,-188.728,-5.25347
14000,39,3.56667,-1.9602,-188.21,2.67696
14000,40,3.73333,-1.75438,-195.159,0.564003
14000,41,3.86667,-2.8655,-203.002,0.266915
14000,42,3,-0.644129,-155.744,-0.565033
14000,43,3.9,-1.66443,-199.701,-3.03306
14000,44,0.333333,0.551545,-16.9714,-1.93414
14000,45,12,0,0,0
14000,46,0,0,0,0
14000,47,12,0,0,0
14000,48,0,0,0,0
14000,49,0,0,0,0
16000,0,0,0,0,0
16000,1,12,0,0,0
16000,2,0,0,0,0
16000,3,12,0,0,0
16000,4,2.1,4.27088,-128.529,-0.118682
16000,5,3.93333,-1.43626,-238.762,-0.48975
16000,6,3.8,0.335609,-232.213,-0.876139
16000,7,4,-0.860736,-243.644,-2.01736
16000,8,3.73333,1.06143,-229.181,-1.14004
16000,9,4.3,-1.78896,-266.24,-2.90743
16000,10,3.86667,-2.05423,-239.406,0.57231
16000,11,3.93333,-1.99525,-242.073,-1.5102
16000,12,3.9,0.45855,-239.5,-0.242743
16000,13,4.13333,-1.0808,-259.176,0.750374
16000,14,4.53333,-4.53206,-278.832,3.13447
16000,15,3.5,-0.687634,-218.484,0.914082
16000,16,4.26667,2.87471,-263.537,-1.51233
16000,17,4.3,-1.70485,-266.785,0.874326
16000,18,4.5,0.354448,-285.097,-1.05296
16000,19,4.5,0.811053,-284.644,-0.715755
16000,20,4.4,-2.0828,-274.697,-0.446446
16000,21,5.1,4.2535,-319.774,1.47588
16000,22,5,4.01852,-316.98,-1.89159
16000,23,4.7,1.8786,-300.951,3.05685
16000,24,4.63333,1.0877,-296.922,1.19019
16000,25,4.73333,2.55174,-297.914,0.359092
16000,26,4.63333,2.38807,-294.408,-3.16816
16000,27,5.03333,4.07623,-316.73,-0.0347235
16000,28,4.2,3.41826,-265.242,3.94902
16000,29,4.1,1.34548,-258.088,-1.13035
16000,30,4.63333,-0.264328,-292.234,-1.09443
16000,31,4.23333,1.11425,-262.464,2.02418
16000,32,4.33333,-0.733134,-269.533,1.80621
16000,33,4.5,-1.90717,-280.591,2.56221
16000,34,4.13333,1.78153,-256.429,0.897616
16000,35,4.2,-1.27943,-262.009,-4.49377
16000,36,3.93333,-3.16286,-238.805,-1.22488
16000,37,3.86667,0.57058,-237.671,-4.51277
16000,38,4.06667,4.34239,-249.08,1.53013
16000,39,3.6,-1.51205,-217.206,-0.0798291
16000,40,3.66667,2.87269,-218.145,-0.747303
16000,41,3.86667,-4.9138,-236.119,2.18967
16000,42,3.43333,-0.907437,-212.412,0.89019
16000,43,3.93333,-0.521355,-237.615,-0.113957
16000,44,0.433333,-1.30323,-26.0384,-0.861486
16000,45,12,0,0,0
16000,46,0,0,0,0
16000,47,12,0,0,0
16000,48,0,0,0,0
16000,49,0,0,0,0
18000,0,0,0,0,0
18000,1,12,0,0,0
18000,2,0,0,0,0
18000,3,12,0,0,0
18000,4,1.86667,-1.16791,-129.967,0.625131
18000,5,4.2,0.683984,-292.346,3.11372
18000,6,3.53333,-2.40308,-241.545,-0.508565
18000,7,3.93333,1.91036,-270.906,0.667952
18000,8,3.73333,-2.22385,-256.653,0.688434
18000,9,3.53333,-1.11933,-245.025,1.73941
18000,10,4.06667,1.99418,-284.553,1.86348
18000,11,4.03333,1.80889,-282.306,-0.670146
18000,12,4,0.8844,-279.999,-2.45989
18000,13,4.16667,1.08832,-292.323,-3.37186
18000,14,4.56667,0.258877,-322.715,-0.977535
18000,15,4.13333,-3.36578,-289.455,0.02999
18000,16,4.4,-2.37201,-312.875,-0.740049
18000,17,4.4,-0.316864,-308.23,-0.379365
18000,18,4.26667,-2.22852,-301.704,-0.436896
18000,19,4.43333,-2.9337,-312.728,0.227304
18000,20,4.56667,-0.595327,-323.927,-1.74507
18000,21,4.43333,-1.77322,-313.902,2.78458
18000,22,4.13333,-1.92912,-294.939,-2.03567
18000,23,4.63333,1.01665,-333.991,3.48268
18000,24,4.63333,0.812637,-329.997,-1.72353
18000,25,4.5,3.41937,-321.302,-1.22776
18000,26,4.66667,1.83031,-334.19,-0.580557
18000,27,4.23333,2.28682,-304.418,-1.13563
18000,28,4.86667,4.93781,-346.088,-1.38621
18000,29,4.76667,2.21009,-339.551,1.91851
18000,30,4.73333,1.67854,-335.396,6.39098
18000,31,4.03333,1.59142,-282.192,1.71152
18000,32,4.26667,-2.98404,-302.496,1.55399
18000,33,4.76667,3.47557,-335.507,2.90223
18000,34,3.73333,-1.32103,-263.145,0.304346
18000,35,4.03333,0.608506,-279.337,-5.07861
18000,36,4.5,-0.244954,-315.01,-3.96266
18000,37,4.03333,-0.141206,-283.757,-0.19889
18000,38,3.5,-1.11418,-240.363,1.67205
18000,39,3.7,3.4782,-257.942,-0.89518
18000,40,4.16667,-6.34715,-286.044,-4.27647
18000,41,3.53333,-3.29419,-246.412,-2.44288
18000,42,3.93333,-0.364569,-268.178,-2.85123
18000,43,4.53333,-3.03082,-315.49,3.62942
18000,44,0.5,-2.42028,-34.3706,-0.566396
18000,45,12,0,0,0
18000,46,0,0,0,0
18000,47,12,0,0,0
18000,48,0,0,0,0
18000,49,0,0,0,0
20000,0,0,0,0,0
20000,1,12,0,0,0
20000,2,0,0,0,0
20000,3,12,0,0,0
20000,4,2.3,0.405021,-179.907,1.18251
20000,5,3.96667,0.636627,-312.054,3.20272
20000,6,3.93333,-3.3482,-304.314,0.792468
20000,7,3.83333,-1.79372,-296.999,2.47972
20000,8,3.7,-1.66584,-286.047,0.911416
20000,9,4.03333,-1.465,-313.986,-5.23013
20000,10,3.86667,-7.06124,-305.739,0.445855
20000,11,4.33333,-0.564971,-335.228,-2.19944
20000,12,4.33333,-1.95433,-335.488,2.25463
20000,13,4.1,1.10165,-320.604,-1.23586
20000,14,4.7,1.75196,-369.083,-2.81295
20000,15,4.16667,-0.682735,-330.064,1.98672
20000,16,4.33333,-4.18859,-340.799,-0.190196
20000,17,4.26667,1.99767,-337.085,-2.29889
20000,18,4.5,-1.50453,-354.14,-0.864358
20000,19,4.46667,-1.15085,-353.894,0.21645
20000,20,4.23333,-1.89169,-333.695,-1.86639
20000,21,4.4,-1.34897,-350.707,-0.0540912
20000,22,4.16667,-3.03417,-329.002,-2.59774
20000,23,4.46667,2.1152,-353.428,1.54507
20000,24,4.7,-3.84677,-372.511,-3.46664
20000,25,4.83333,0.0376306,-381.121,0.503876
20000,26,4.3,4.495,-340.793,0.177009
20000,27,4.7,-2.97446,-371.899,-2.48926
20000,28,4.4,-1.51136,-344.386,5.0031
20000,29,3.83333,-1.91443,-299.439,4.43881
20000,30,4.03333,0.886192,-320.31,-2.13751
20000,31,4.13333,2.01322,-329.72,-2.66526
20000,32,4.36667,-2.13319,-344.171,2.75623
20000,33,4.3,-4.56045,-336.884,-1.27817
20000,34,4.2,2.13147,-330.015,-0.0419883
20000,35,4.26667,-0.119026,-334.584,4.09767
20000,36,4.36667,0.856937,-338.023,-0.729121
20000,37,3.86667,-1.42138,-304.516,2.35017
20000,38,3.8,0.139563,-297.029,-1.09438
20000,39,3.86667,0.337185,-298.696,1.90566
20000,40,3.86667,0.994989,-305.72,0.234594
20000,41,3.96667,-0.20954,-299.955,-0.483479
20000,42,3.7,0.55622,-287.944,-2.58381
20000,43,4.6,0.645473,-357.221,-2.68005
20000,44,0.466667,-0.250095,-36.613,0.635097
20000,45,12,0,0,0
20000,46,0,0,0,0
20000,47,12,0,0,0
20000,48,0,0,0,0
20000,49,0,0,0,0
22000,0,0,0,0,0
22000,1,12,0,0,0
22000,2,0,0,0,0
22000,3,12,0,0,0
22000,4,2.5,-1.73004,-213.767,-0.22775
22000,5,4.33333,1.43322,-374.538,-0.50401
22000,6,4.06667,1.35167,-353.333,-3.78265
22000,7,4.23333,-2.16269,-362.258,-1.36951
22000,8,3.73333,-0.896446,-319.787,-0.584184
22000,9,3.76667,-1.91639,-325.128,3.27674
22000,10,4.76667,-1.56648,-411.144,-1.01841
22000,11,3.93333,-1.75465,-339.72,2.19084
22000,12,3.83333,-0.0312469,-329.275,-1.45836
22000,13,4.23333,-2.67329,-367.55,-0.400092
22000,14,4.03333,-1.70611,-352.899,1.07396
22000,15,4.3,1.5775,-375.445,-1.67471
22000,16,3.73333,2.00884,-322.052,-4.09983
22000,17,4.66667,1.43048,-409.562,0.998908
22000,18,4.66667,-0.700969,-405.769,1.36484
22000,19,4.36667,0.799181,-376.706,-0.780898
22000,20,4.53333,-3.3853,-393.18,-1.28544
22000,21,4.26667,1.60143,-370.618,-1.51843
22000,22,4.23333,-4.44801,-369.017,-1.56335
22000,23,4.7,1.9356,-407.625,2.47143
22000,24,4.3,5.47595,-377.965,0.563299
22000,25,4.06667,0.995471,-354.039,1.75472
22000,26,4.73333,0.746293,-411.153,2.21417
22000,27,3.93333,1.93419,-343.733,-2.45774
22000,28,4.53333,2.8968,-393.721,-1.99449
22000,29,4.53333,-0.736235,-391.655,2.76024
22000,30,4.23333,1.26027,-367.7,1.44194
22000,31,4.13333,-1.77326,-358.478,0.821373
22000,32,4.63333,-2.613,-400.753,1.72582
22000,33,4.1,0.451211,-363.093,1.09063
22000,34,4,-1.2682,-346.756,-2.97342
22000,35,4.1,-0.232672,-357.581,-2.35709
22000,36,3.76667,-0.589513,-324.066,1.56999
22000,37,4.03333,1.09245,-349.732,2.09688
22000,38,4.03333,1.42812,-344.821,-4.33092
22000,39,4.26667,0.60928,-370.942,2.37112
22000,40,3.9,1.60166,-331.425,-2.7779
22000,41,3.43333,3.21709,-294.09,0.496146
22000,42,3.73333,0.0380955,-319.362,3.42375
22000,43,4.93333,1.52209,-427.831,-4.4745
22000,44,0.366667,-0.312903,-30.8163,0.393142
22000,45,12,0,0,0
22000,46,0,0,0,0
22000,47,12,0,0,0
22000,48,0,0,0,0
22000,49,0,0,0,0
24000,0,0,0,0,0
24000,1,12,0,0,0
24000,2,0,0,0,0
24000,3,12,0,0,0
24000,4,2.63333,2.53912,-251.173,1.15662
24000,5,4.4,0.130459,-413.187,-0.682018
24000,6,4.06667,0.901776,-381.773,-0.366607
24000,7,4.33333,-2.09319,-408.497,-3.12533
24000,8,3.86667,0.29647,-365.231,3.32625
24000,9,4.03333,-2.66743,-383.95,-1.95672
24000,10,4.16667,-2.30083,-395.78,2.49645
24000,11,4,0.031709,-380.712,-5.29643
24000,12,4.06667,2.14642,-387.984,-1.5818
24000,13,3.86667,6.07291,-369.072,1.507
24000,14,4.66667,0.38411,-439.956,-3.40138
24000,15,3.8,-0.0094711,-360.737,1.0821
24000,16,4.06667,3.10096,-384.406,0.85237
24000,17,4.53333,-1.23875,-429.461,-1.01646
24000,18,4.56667,-5.78863,-432.69,-2.99807
24000,19,4.33333,2.34417,-415.47,1.34193
24000,20,4.13333,-0.982386,-394.717,-1.50584
24000,21,4.23333,2.46886,-400.891,-1.1174
24000,22,4.03333,-3.11225,-383.875,2.19246
24000,23,4.1,0.674267,-391.164,1.5733
24000,24,4.56667,0.669062,-432.991,4.39981
24000,25,4.4,1.40724,-418.976,1.48598
24000,26,4.16667,3.50909,-395.33,4.63423
24000,27,3.96667,-4.16096,-381.501,0.368853
24000,28,4.16667,2.02561,-392.801,0.448278
24000,29,4.03333,-2.72165,-383.723,-2.92211
24000,30,4.33333,1.81139,-408.656,1.36297
24000,31,4.03333,1.42717,-384.865,1.86119
24000,32,4.53333,1.83665,-426.861,-4.24306
24000,33,4.36667,4.72901,-413.752,2.40983
24000,34,4.56667,2.80431,-438.512,-0.578851
24000,35,3.9,-1.91779,-368.876,1.5038
24000,36,4.23333,-2.98787,-399.292,-1.65759
24000,37,4.1,1.12103,-389.791,-1.53046
24000,38,3.76667,-1.13851,-355.033,-2.34435
